"ID";"CulturalCenterName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"292";"ГБУК города Москвы «Дом культуры «Маяк»";"Южный административный округ";"район Чертаново Южное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, улица Газопровод, дом 9А";"19";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.591025";"37.606846";"2381812214";"";"";
"293";"ГБУ города Москвы «Центр реабилитации инвалидов «Царицыно»";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, 3-я Радиальная улица, дом 6, строение 1";"47";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.607300";"37.674633";"2536134168";"";"";
"294";"ГБУК города Москвы «Московская государственная картинная галерея народного художника СССР Ильи Глазунова»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Волхонка, дом 13";"51";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.746396";"37.606784";"2536134170";"";"";
"296";"ГБУК города Москвы «Московский государственный музей «Дом Бурганова»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Большой Афанасьевский переулок, дом 15, строение 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.746507";"37.597181";"2536134174";"";"";
"295";"ГБУК города Москвы «Государственный Дарвиновский музей»";"Юго-Западный административный округ";"Академический район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Вавилова, дом 57";"20";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.690795";"37.561542";"2536140651";"";"";
"297";"ГБУК города Москвы «Московский государственный музей «Дом Бурганова»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Большой Афанасьевский переулок, дом 15, строение 1";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.746958";"37.596615";"2536140654";"";"";
"298";"ГБУК города Москвы «Государственный биологический музей имени Тимирязева»";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Малая Грузинская улица, дом 15, строение 1";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764391";"37.571579";"2536140656";"";"";
"299";"ГБУК города Москвы «Культурный центр «Дом Марины Цветаевой»";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Борисоглебский переулок, дом 6, строение 1";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.754252";"37.590035";"2587694378";"";"";
"300";"ГБУК города Москвы «Московский музей современного искусства»";"Центральный административный округ";"Пресненский район";"город Москва, Ермолаевский переулок, дом 17, строение 1";"26";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765528";"37.592268";"2587694379";"";"";
"323";"ГБУК города Москвы «Музей Булгакова»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Большая Пироговская улица, дом 35А, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.729321";"37.565811";"2606927522";"";"";
"324";"ГБУК города Москвы «Государственный музей истории ГУЛАГа»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 1-й Самотёчный переулок, дом 9, строение 1";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.777074";"37.613620";"2606927523";"";"";
"325";"ГБУК города Москвы «Дом русского зарубежья имени Александра Солженицына»";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Нижняя Радищевская улица, дом 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.742995";"37.651645";"2606927524";"";"";
"326";"ГБУК города Москвы «Дом русского зарубежья имени Александра Солженицына»";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Нижняя Радищевская улица, дом 2, строение 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743001";"37.651088";"2606927526";"";"";
"327";"ГБУК города Москвы «Мемориальный музей Скрябина»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 2-я Тверская-Ямская улица, дом 18";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.771896";"37.594541";"2606927527";"";"";
"328";"ГБУК города Москвы «Мемориальный музей Скрябина»";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Большой Николопесковский переулок, дом 11, строение 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.750774";"37.590068";"2606927528";"";"";
"329";"ГБУК города Москвы «Музей Зеленограда»";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1410";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.986439";"37.146748";"2606927529";"";"";
"330";"ГБУК города Москвы «Музей Зеленограда»";"Зеленоградский административный округ";"район Савёлки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 360";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.992280";"37.218361";"2606927531";"";"";
"331";"ГБУК города Москвы «Государственный музей Владимира Высоцкого»";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Высоцкого, дом 3, строение 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.744464";"37.651790";"2606927532";"";"";
"332";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы Парк технических видов спорта «Печатники»";"Юго-Восточный административный округ";"район Печатники";"город Москва, проектируемый проезд № 4294, дом 19, строение 3";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.653365";"37.677589";"2606927533";"";"";
"333";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Медведково Арена»";"Северо-Восточный административный округ";"район Северное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Студёный проезд, дом 1А, строение 3";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.894429";"37.653694";"2606927534";"";"";
"334";"ГБУ города Москвы «Московская футбольная академия» Департамента спорта города Москвы Стадион «Янтарь»";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Маршала Катукова, дом 26";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.801143";"37.415081";"2606927535";"";"";
"335";"ГБУ города Москвы «Московская комплексная спортивная школа олимпийского резерва «Юг» Департамента спорта города Москвы Бассейн «Южный»";"Южный административный округ";"район Бирюлёво Восточное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Лебедянская улица, дом 14, корпус 4";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.584106";"37.674147";"2606927537";"";"";
"365";"ГБУ «Малый бизнес Москвы»";"Южный административный округ";"Даниловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Автозаводская улица, дом 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.710281";"37.665183";"2606927538";"";"";
"336";"ГБУ города Москвы «Московская комплексная спортивная школа олимпийского резерва «Восток» Департамента спорта города Москвы ФОК";"Восточный административный округ";"район Восточный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, Западная улица, дом 16Б";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815439";"37.878533";"2606927539";"";"";
"366";"ГБУ «Малый бизнес Москвы»";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Радио, дом 20";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.762713";"37.681479";"2606927540";"";"";
"354";"ГБУДО города Москвы Департамента спорта города Москвы ФОК с бассейном «САШ»";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Корнейчука, дом 28, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.898754";"37.617929";"2606927541";"";"";
"337";"ГБУ города Москвы «МГФСО» Департамента спорта города Москвы Спортивный комплекс «Вымпел»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская аллея, дом 2, строение 6";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.782653";"37.757593";"2606927542";"";"";
"355";"ГБУДО города Москвы спортивная школа «Московская футбольная академия» Департамента спорта города Москвы Футбольный манеж «Олимп»";"Восточный административный округ";"район Новокосино";"город Москва, Суздальская улица, дом 25, строение 1";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.746873";"37.874626";"2606927543";"";"";
"338";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы Спортивный комплекс «Яуза»";"Северо-Восточный административный округ";"Бабушкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, Олонецкий проезд, дом 5";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.879541";"37.665560";"2606927545";"";"";
"356";"ГБУДО города Москвы спортивная школа «Московская академия хоккея» Департамента спорта города Москвы Ледовый центр «Метеор»";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Чечёрский проезд, дом 23";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.530690";"37.529630";"2606927546";"";"";
"320";"ГБУК города Москвы «Выставочный центр «Тушино»";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, бульвар Яна Райниса, дом 19, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.848731";"37.429187";"2606927547";"";"";
"339";"ГБУ города Москвы «Управление спортивными объектами» Спортивный комплекс «Отрадное»";"Северо-Восточный административный округ";"район Отрадное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Хачатуряна, дом 10, строение 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.856942";"37.594234";"2606927548";"";"";
"357";"ГБУДО города Москвы спортивная школа олимпийского резерва «МГФСО» Департамента спорта города Москвы Стадион «Первомайский»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская аллея, дом 2, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.782547";"37.757611";"2606927549";"";"";
"321";"ГБУК города Москвы «Музей Булгакова»";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Большой Афанасьевский переулок, дом 35-37, строение 4";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.749501";"37.596040";"2606927550";"";"";
"340";"ГБУ города Москвы «Московская баскетбольная академия» СШОР №71";"Северный административный округ";"район Восточное Дегунино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, улица 800-летия Москвы, дом 7Б";"17";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.881286";"37.559918";"2606927551";"";"";
"358";"ГБУДО города Москвы спортивная школа олимпийского резерва «МГФСО» Департамента спорта города Москвы Стадион «Первомайский»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская аллея, дом 2, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.782434";"37.756452";"2606927552";"";"";
"322";"ГБУК города Москвы «Музей Булгакова»";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Садовая улица, дом 10";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.767005";"37.593883";"2606927553";"";"";
"341";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Полярная звезда»";"Северо-Восточный административный округ";"район Северное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, проезд Шокальского, дом 45, корпус 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.883628";"37.653758";"2606927554";"";"";
"359";"ГБУДО города Москвы спортивная школа олимпийского резерва «МГФСО» Департамента спорта города Москвы Стадион «Первомайский»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская аллея, дом 2, строение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.780962";"37.756533";"2606927555";"";"";
"342";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Марьина Роща»";"Северо-Восточный административный округ";"район Марьина Роща";"город Москва, 3-я улица Марьиной Рощи, дом 8";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.796941";"37.622666";"2606927557";"";"";
"360";"ГБУДО города Москвы спортивная школа олимпийского резерва «МГФСО» Департамента спорта города Москвы Стадион «Первомайский»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская аллея, дом 2, строение 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781722";"37.756434";"2606927558";"";"";
"343";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Лианозово»";"Северо-Восточный административный округ";"район Лианозово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Зональная улица, дом 6";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.904781";"37.556199";"2606927559";"";"";
"361";"ГБУДО города Москвы спортивная школа олимпийского резерва «МГФСО» Департамента спорта города Москвы Стадион «Первомайский»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская аллея, дом 2, строение 3А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781826";"37.756003";"2606927560";"";"";
"344";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Академический»";"Северный административный округ";"район Коптево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, Большая Академическая улица, дом 77А, строение 3";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.843867";"37.551955";"2606927561";"";"";
"362";"ГБУДО города Москвы спортивная школа олимпийского резерва «МГФСО» Департамента спорта города Москвы Стадион «Первомайский»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская аллея, дом 2, строение 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.782653";"37.757593";"2606927562";"";"";
"345";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Речной»";"Северный административный округ";"район Левобережный";"город Москва, Фестивальная улица, дом 4Б";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.856695";"37.481912";"2606927563";"";"";
"346";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Парус»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Привольная улица, дом 42";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.692076";"37.849675";"2606927564";"";"";
"347";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Луч»";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, 1-я Владимирская улица, дом 10Б";"23";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.831168";"37.473403";"2606927567";"";"";
"364";"ГБУ «Малый бизнес Москвы»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Средняя Первомайская улица, дом 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795727";"37.803784";"2606927568";"";"";
"348";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, Береговая улица, дом 4, корпус 10";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.829741";"37.470498";"2606927569";"";"";
"350";"ГБУДО города Москвы спортивная школа олимпийского резерва «МГФСО» Департамента спорта города Москвы ФОК «Ясногорский»";"Юго-Западный административный округ";"район Ясенево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Ясногорская улица, дом 19";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.600669";"37.532035";"2606927571";"";"";
"352";"ГАУДО города Москвы Спортивная школа «Московский центр боевых искусств» Департамента спорта города Москвы Московский центр боевых искусств";"Южный административный округ";"район Чертаново Северное";"город Москва, Варшавское шоссе, дом 118, корпус 1";"37";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.631773";"37.618031";"2606927574";"";"";
"353";"ГБУДО города Москвы спортивная школа «Московская академия хоккея» Департамента спорта города Москвы Ледовый центр «Созвездие»";"Юго-Западный административный округ";"район Ясенево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Голубинская улица, дом 28, корпус 3";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.593346";"37.540139";"2606927575";"";"";
"304";"ГБУК города Москвы «Мемориальный музей космонавтики»";"Северо-Восточный административный округ";"Останкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проспект Мира, дом 111";"31";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.823159";"37.639836";"2606927580";"";"";
"305";"ГБУК города Москвы «МГОМЗ» Территория «Коломенское» Соколиный двор";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, проспект Андропова, дом 39, строение 71";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.672006";"37.680814";"2606927581";"";"";
"306";"ГБУК города Москвы «МГОМЗ» Территория «Коломенское» Усадьба пасечника";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, проспект Андропова, дом 39, строение 33";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.668158";"37.664608";"2606927582";"";"";
"307";"ГБУК города Москвы «МГОМЗ» Территория «Коломенское» Мельница на реке Жужа";"Южный административный округ";"район Нагатинский Затон";"город Москва, проспект Андропова, дом 39, сооружение 62";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.672092";"37.680230";"2606927583";"";"";
"308";"ГБУК города Москвы «МГОМЗ» Территория «Коломенское» Моховая башня Сумского острога";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, проспект Андропова, дом 39, строение 63";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.673585";"37.677858";"2606927585";"";"";
"309";"ГБУК города Москвы «МГОМЗ» Территория «Коломенское» Георгиевская церковь";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, проспект Андропова, дом 39, строение 82";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.672900";"37.675406";"2606927586";"";"";
"311";"ГБУК города Москвы «Московский музей современного искусства»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Петровка, дом 25, строение 1";"35";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.767174";"37.614264";"2606927588";"";"";
"312";"ГБУК города Москвы «ГМЗ «Царицыно» Хлебный дом";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Дольская улица, дом 1, строение 4";"23";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.615812";"37.684443";"2606927589";"";"";
"313";"ГБУК города Москвы «ГМЗ «Царицыно» Большой дворец";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Дольская улица, дом 1, строение 6";"31";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.615426";"37.682314";"2606927591";"";"";
"314";"ГБУК города Москвы «ГМЗ «Царицыно» Входной павильон";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Дольская улица, дом 1, строение 6А";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.615548";"37.684012";"2606927592";"";"";
"315";"ГБУК города Москвы «Московский музей современного искусства» Мастерская народного художника СССР Налбандяна";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 8, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.762707";"37.610638";"2606927593";"";"";
"316";"ГБУК города Москвы «Мемориальный музей космонавтики» Музей академика Королёва";"Северо-Восточный административный округ";"Останкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, 1-я Останкинская улица, дом 28";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.823277";"37.631972";"2606927594";"";"";
"317";"ГБУК города Москвы «Музейное объединение «Музей Москвы»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Зубовский бульвар, дом 2, строение 1";"18";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.736324";"37.593353";"2606927595";"";"";
"318";"ГБУК города Москвы «Музейное объединение «Музей Москвы»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Зубовский бульвар, дом 2, строение 7";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.736374";"37.594196";"2606927596";"";"";
"319";"ГБУК города Москвы «Музей «Садовое кольцо»";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 14, строение 10";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.775034";"37.632628";"2606927598";"";"";
"301";"ГБУК города Москвы «Музей русского лубка и наивного искусства» Выставочный зал «Народные картины»";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский бульвар, дом 30";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.796215";"37.795399";"2606927599";"";"";
"302";"ГБУК города Москвы «Музей русского лубка и наивного искусства»";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Малый Головин переулок, дом 10, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.769069";"37.634467";"2606927601";"";"";
"303";"ГБУК города Москвы «Государственный музей «Интеграция»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 14";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764346";"37.606614";"2606927602";"";"";
"349";"ГБУ города Москвы «Управление спортивными объектами» Департамента спорта города Москвы СК «Красный Маяк»";"Южный административный округ";"район Чертаново Центральное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, улица Красного Маяка, дом 22Б";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.605861";"37.578442";"2606928751";"";"";
"351";"ГБУДО города Москвы Московская комплексная спортивная школа олимпийского резерва «Восток» Департамента спорта города Москвы Спортивный комплекс «Восточный»";"Восточный административный округ";"район Восточный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, Западная улица, дом 16Б";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.814779";"37.874437";"2606928753";"";"";
"363";"ГБПОУ города Москвы «Московское среднее специальное училище олимпийского резерва №2» Департамента спорта города Москвы ФОК МССУОР №2";"Западный административный округ";"район Фили-Давыдково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Малая Филёвская улица, дом 34, корпус 2, строение 4";"13";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.734780";"37.456253";"2606928756";"";"";
